Subjects,NotTwin1,NotTwin2,NotTwin3,NotTwin4,NotTwin5,NotTwin6,NotTwin7,NotTwin8,NotTwin9,NotTwin10,NotTwin11,NotTwin12,NotTwin13,NotTwin14,NotTwin15,NotTwin16,NotTwin17,NotTwin18,NotTwin19,NotTwin20,NotTwin21,NotTwin22,NotTwin23,NotTwin24,NotTwin25
NotTwin1,0.9930686690695254,0.9565153791188672,0.9589703681374837,0.9544292894523219,0.9592482216196938,0.9578014719867691,0.9580918105735008,0.9531770764764788,0.9379227543678992,0.9673688191756031,0.9599619683650624,0.9677271101404272,0.9542709444671446,0.9533057464513323,0.9375574569613119,0.9670139805934538,0.961660879838053,0.9614631628713848,0.9505842507915384,0.9521873329306181,0.9352753929521858,0.9585608096655793,0.9539044234437997,0.9545459938507832,0.9098434080515632
NotTwin2,0.9506309459069195,0.9918842859486707,0.9477721249294067,0.9360976780515219,0.9457654713631831,0.9511075270716355,0.9537874190060112,0.9324060056866503,0.934785334218024,0.9520514392380144,0.9585194746754734,0.952568550654096,0.9491188137995565,0.9400792788575123,0.9525818861338853,0.9519365537708531,0.9489509674109875,0.9418076030609175,0.9542853327183662,0.9381217955914242,0.8913736459943191,0.958740368868821,0.9494882171813326,0.9526489777897691,0.8784098815593185
NotTwin3,0.9565199508609825,0.9487870696862004,0.9947540963112124,0.9478461445844355,0.9586943046528805,0.9569738208366556,0.9544815752487712,0.9430689840415446,0.9398652474123478,0.9595412153406141,0.9573758794945143,0.963730690730983,0.9594385540068717,0.9539378968273504,0.9507281552683975,0.9591574628770512,0.9633816649957592,0.9558498225849337,0.9473588317194892,0.9391309996097716,0.9197033380981685,0.9542665729189606,0.9471323647544811,0.9562253660151541,0.8956557362241977
NotTwin4,0.9546821298344628,0.9436816661840777,0.957659323341777,0.9847207879199706,0.9625177289218692,0.9507236934249559,0.9562684388749213,0.9369418962072961,0.9293362913962485,0.9587404767065149,0.9595967418007991,0.9628253538099951,0.9658201160785976,0.9547556691870521,0.9497263127104029,0.9570457701575152,0.9642501144128812,0.9571016892133146,0.9467128627742034,0.9464574294743489,0.9244087661473221,0.9499743768492231,0.953009677960058,0.9572194732811037,0.8945138522162992
NotTwin5,0.9598371284772385,0.9505307879092837,0.9617109180106795,0.9599200745847853,0.993517647668827,0.959331430299637,0.9615223083918486,0.9434755227736137,0.940031517183413,0.9630124881069164,0.9608678462345389,0.9663081396831905,0.9598106589856981,0.9636894059143586,0.9437503988837797,0.96028112080854,0.9674109966400143,0.9658681496286412,0.9473681081834653,0.9568683902598505,0.9370781671859072,0.9572856822103335,0.958915948179488,0.9613817784637854,0.9034070420419094
NotTwin6,0.9590020094905427,0.9582835882490397,0.9596831527844732,0.9513891221880202,0.9587924374199464,0.9943322219321817,0.9632002292648688,0.9405072323359511,0.9517350668427934,0.9618076497790036,0.959488513052638,0.9577857357180133,0.9597185813300044,0.9488554126137345,0.9413459034125773,0.9581375596653976,0.9617933335105573,0.9558159758623253,0.9531454032739225,0.9648335779569939,0.9391671956332184,0.9585226376828121,0.9642300012555955,0.9628729759490995,0.8960873884695626
NotTwin7,0.8897067441127863,0.8908218544138797,0.9035611868043069,0.9118012844636407,0.9139604934944908,0.902088123012232,0.9269352486285254,0.8967350928437521,0.8910998770770966,0.9019382723639497,0.910446236825178,0.904895100184387,0.9036346387839771,0.9128765536443029,0.8949970177922231,0.9161355101820512,0.9069468968869787,0.9064229458735663,0.8956370395173148,0.8953396862073495,0.8948252705525832,0.8968373939114684,0.9025040472639916,0.9034839096450078,0.9078548050683504
NotTwin8,0.9300473138156964,0.9196123553314787,0.9241134550634983,0.9235003676112847,0.9329851098252288,0.9245540956286524,0.9271212159146505,0.9633342359469027,0.9131640805361827,0.9286193192872407,0.9346950373232157,0.9340221659501327,0.9331955662580352,0.9285110670678229,0.9019746844628231,0.9270655279122364,0.9279640592922951,0.9280075457205517,0.9177266415025316,0.9116518730295262,0.9077347033491152,0.9201108049737163,0.9257835818572641,0.9270625860245274,0.9087532023172766
NotTwin9,0.9404979776085399,0.9531078718346223,0.9471501692712274,0.9348360998765264,0.9464990737822438,0.9613432924353255,0.9592674560793231,0.9175335082363345,0.9862897368641939,0.949465991398512,0.9528403958962395,0.9510394736775402,0.9496045531643591,0.9397539550888552,0.9413615631387482,0.9564085640117883,0.9390273289509883,0.9494298507422844,0.9599466298078391,0.9477726586488264,0.8957392358154525,0.9655842819437335,0.9525065433482721,0.953605400614,0.8758691176716187
NotTwin10,0.9666634807994999,0.9588027275434872,0.9627448894062106,0.9521894555156667,0.9599476859588312,0.9617394852098968,0.9662898623571654,0.9526768199091402,0.9442225274666289,0.9940979015796911,0.9662982730929712,0.9705373974027798,0.9624376422216017,0.9622497235604104,0.9559366692300164,0.9671797740600172,0.963229257369146,0.9592308896274475,0.9578984947531866,0.9491286059188309,0.9223151764343953,0.959989793910709,0.9604848108270856,0.9669413615335007,0.9000130869669362
