Subjects,NotTwin1,NotTwin2,NotTwin3,NotTwin4,NotTwin5,NotTwin6,NotTwin7,NotTwin8,NotTwin9,NotTwin10,NotTwin11,NotTwin12,NotTwin13,NotTwin14,NotTwin15,NotTwin16,NotTwin17,NotTwin18,NotTwin19,NotTwin20,NotTwin21,NotTwin22,NotTwin23,NotTwin24,NotTwin25
NotTwin1,0.9971807253830347,0.9714171634198205,0.9837806557188458,0.9814101640902853,0.9824369287228631,0.9762742388827017,0.9316684449161834,0.9699898102903135,0.9488149905394239,0.985305943058155,0.9804851366022526,0.9861970195863722,0.9774069845211721,0.9774268458958515,0.9659691339444452,0.9815317412745308,0.9873888288947976,0.98207749227328,0.9773439722108519,0.9588834525139329,0.9815155159874307,0.9771207013524039,0.9628039922670053,0.9689387418081867,0.9791966057684647
NotTwin2,0.9747316970435633,0.9949299605853585,0.9782064051890331,0.9749415274524135,0.971493203983496,0.981057700420443,0.9399247094918736,0.961065487334556,0.9802892561089677,0.9781342226188603,0.9853832354629637,0.9786788119615238,0.9774884365951031,0.9624461644376738,0.9822985909090529,0.982816395305438,0.9757523080091373,0.9813109286834486,0.9735123269312645,0.9688625056797325,0.9575249934649982,0.9870152605687716,0.9716671518700235,0.9701557044435464,0.9739986461940382
NotTwin3,0.9845694463733901,0.9754468490831445,0.9971625338846086,0.9831073629333194,0.9843148894728216,0.975213726905461,0.9357029607981291,0.9658001614731871,0.9615712186909645,0.9877608636046747,0.9855376521920465,0.9854723867347503,0.9782072070709438,0.9734629883539514,0.9743618740733447,0.9816802916829698,0.9807266618283791,0.9840456810123177,0.9664423472520118,0.9533300042846821,0.9780851511156551,0.9802819395590012,0.96723239306852,0.9699440068149809,0.9762340235387758
NotTwin4,0.9795323354662249,0.967028742255894,0.9762045554945731,0.9911131431402038,0.9840313033549596,0.9747514005426146,0.9383928846879477,0.9718453089066081,0.951329698524146,0.9767748004689509,0.97486895288957,0.977230007407681,0.9804056793176553,0.9692113183598072,0.9641675658218806,0.97538482098538,0.9827435706637957,0.9786905516901231,0.9729747625726939,0.9726780152813207,0.9825699881911791,0.968991365399309,0.9722387932765064,0.9813582588183623,0.9763592766332237
NotTwin5,0.9814893578201801,0.9702098757985715,0.9829965309915523,0.9878569488768796,0.9967996799010157,0.9797723683820704,0.9439382561909779,0.9709447903046795,0.9620501279655183,0.9860083808265636,0.9833084699372283,0.9817494528977587,0.9851372567822867,0.9780315223643483,0.9688300119047677,0.9824329875798885,0.9889874570404047,0.9870676707002841,0.9766524754445187,0.9752947161218646,0.9869108746219182,0.9757793144029652,0.9742351478016809,0.9810035195139937,0.9762141362273821
NotTwin6,0.9754066391873193,0.9724810545597304,0.9753185691879123,0.9727242958398783,0.9775805629780957,0.9961474056535012,0.9323065971653848,0.9601885823319518,0.9791489518718653,0.9781387828881085,0.9824107674976224,0.9771237911480577,0.9841769863072665,0.9596019224720058,0.9705038004805924,0.9816427743096858,0.9826957574285393,0.9804547235909835,0.978470431020032,0.975491127528503,0.9700765910815304,0.980125644421112,0.9750957437624985,0.9763698584984903,0.9701588663881531
NotTwin7,0.9771337150659322,0.9815180003380928,0.9818616064941498,0.978064959543129,0.9817526191236824,0.9825232441237002,0.9483494404754599,0.964738292903315,0.9790065955870909,0.9836006396270747,0.9891030295118359,0.9790821764232925,0.9818851464518243,0.972784442555024,0.9802364770708569,0.9879520629457352,0.9802157435118997,0.9884169120019854,0.9774034056033034,0.9650005885862125,0.973539206848368,0.98715054415377,0.9751411899030705,0.974828380665982,0.9740288512963906
NotTwin8,0.981366756395581,0.965431513607592,0.978440781983078,0.976921591467399,0.976476015145681,0.9688642698254313,0.9390851610759555,0.9814409014292145,0.9410456608271358,0.9787889285552154,0.9738233123236251,0.9738576581587988,0.9755887364564935,0.966791249652788,0.9610944271297714,0.9725824664288275,0.9797338648049263,0.9759988959896178,0.9673244150538469,0.9528064203812174,0.9767522822423818,0.9651243998346654,0.9638884576585722,0.9658444795833927,0.9681781133308762
NotTwin9,0.9450609390006659,0.9655060672882183,0.9556514481597664,0.9479375940197154,0.9524251928361218,0.9680886809798845,0.9237402332811183,0.9347648998965932,0.9937965286536183,0.9571110180135056,0.9732583359095192,0.9543012316042314,0.9631854351620951,0.9453209090992036,0.9654300231431044,0.9582376740030873,0.9504502480476504,0.9622188343245789,0.9458571563223355,0.9530094879703295,0.9370324038631734,0.9743867690214163,0.9618881509480377,0.9542455395905856,0.9510085031350982
NotTwin10,0.9850317762998511,0.9743492769649351,0.9869551763810877,0.9825793174765343,0.9875817118001541,0.9796444469966457,0.9351354243057106,0.9682829085599319,0.9647711060987836,0.9969583839865918,0.9902463318992979,0.9820992238258583,0.9849025418121091,0.983199418858554,0.9758596462029868,0.981300997196824,0.9854356618128848,0.9853377301319686,0.9720607657549543,0.9587977483391825,0.9843128674235808,0.9813797792380831,0.9706977840538065,0.9733154850762511,0.9748181575803625
NotTwin11,0.9847633608898185,0.9827241885878832,0.9877586406634458,0.9847745545489752,0.9852407480425974,0.9819653229326637,0.9455254287255197,0.9707898017373302,0.9748278493682865,0.9912578578536274,0.9960051818897906,0.984255269637182,0.9877183792230191,0.9808343319605863,0.9794821948706203,0.9842820869194069,0.9857092094391957,0.9885510293412839,0.974281005858227,0.9649663908746466,0.980986400864561,0.9862177526501542,0.9765361157258978,0.9769571694441176,0.9796509098329493
NotTwin12,0.9856051745877948,0.9740693505031769,0.9863647477861772,0.9849598008637322,0.9836006437669191,0.973402861291012,0.9349205311747841,0.9676356213384736,0.9579707828828701,0.984143472430321,0.9821338463606906,0.9976563603446162,0.9827054498023307,0.9726822920632774,0.9650898815408298,0.9818106892448387,0.9820769648263565,0.9843168185065047,0.9725940797217645,0.9601052067400206,0.9793502650318022,0.9836824037183498,0.9714937350142372,0.9695714733213493,0.9896522312433602
NotTwin13,0.9749272828132451,0.97523622995683,0.9763988769802293,0.983745875152158,0.9809090529625912,0.9794584754658449,0.9347777796284125,0.967018867448118,0.9669240139074639,0.9816102262676393,0.9838404502750788,0.9785717036467285,0.9962105501287004,0.974602037598687,0.9684032478473031,0.9794206085030238,0.9850777731309124,0.9843899373920855,0.9735545455063179,0.9757762741942618,0.9762837226700437,0.9782556859761937,0.9857762424080743,0.9753578737554176,0.9779061487425889
NotTwin14,0.9777799398198148,0.9671753862559318,0.9773782801518729,0.9792308230593071,0.9822158873552814,0.9655655439959326,0.9394159729370966,0.9602365972794744,0.9588175870051819,0.9863473514266778,0.9843374760221899,0.9731145931643918,0.9777536356765624,0.9972471756995314,0.972466418195558,0.9734870009122603,0.9789053181464153,0.9811374982020392,0.964345771482483,0.9548053279870257,0.9824637679927837,0.9753145525489361,0.9675476032143226,0.9680818539741674,0.9728694931356137
NotTwin15,0.963631990249986,0.9802435724807208,0.9753775940649869,0.9710584150935628,0.9675539080228122,0.9645594382536058,0.9322636947570567,0.9467193417781101,0.9737779069489415,0.977023346563838,0.9782852501858701,0.96377355879562,0.9645531330096446,0.9696041572802747,0.9947333998829159,0.9694417724806557,0.9621564898833871,0.9713773707061091,0.9522845243082758,0.9488673569161207,0.9554230834099222,0.9776377532105355,0.9623603358460391,0.9618438591091412,0.9600971572188886
NotTwin16,0.9824203395691,0.9800796200257125,0.9863619347181065,0.9800231124859857,0.9837110261512443,0.9785511157083153,0.9431783915203684,0.9651161207219066,0.9723146140606832,0.9868238056045107,0.9873473199973916,0.986227897620175,0.9833296877777349,0.9750607411014378,0.9761019485408653,0.9920776514689112,0.981634189714147,0.9871991298481706,0.9755909702660035,0.9618443186505541,0.974999352946244,0.988187274002241,0.972715645355674,0.9686383125306028,0.9796558974994927
